18702,12-Sai: Chiccha na Mune no Tokimeki,,Ano ne Kimi Dake ni,AŌP,Opening 01,1:29,20,https://files.catbox.moe/ozmt9x.webm,https://files.catbox.moe/0lh6dy.mp3
18702,12-Sai: Chiccha na Mune no Tokimeki,,Yūki no Tsubasa,Machico,Ending 01,1:29,20,https://files.catbox.moe/1lt3e6.webm,https://files.catbox.moe/4y866c.mp3
19410,18if,,Red Doors,TeddyLoid feat. Yoshikazu Mera,Opening 01,1:30,39,https://files.catbox.moe/teqdfc.webm,https://files.catbox.moe/du46aj.mp3
19410,18if,,Wonderland,Kaori Nazuka,Ending 01,1:29,16,https://files.catbox.moe/43edpg.webm,https://files.catbox.moe/20bceq.mp3
19410,18if,,Break The Doors,TeddyLoid feat. Aina The End (BiSH),Ending 02,1:29,23,https://files.catbox.moe/byzjg1.webm,https://files.catbox.moe/ldknog.mp3
19410,18if,,Yume Koibana,Nao Tamura,Ending 03,1:28,15,https://files.catbox.moe/gpxa3m.webm,https://files.catbox.moe/getlv0.mp3
19410,18if,,ANGELNOIR,Ichiko Aoba,Ending 04,1:29,19,https://files.catbox.moe/or3691.webm,https://files.catbox.moe/yotygx.mp3
19410,18if,,Plumeria,Aki Okui,Ending 05,1:28,17,https://files.catbox.moe/mzq9qf.webm,https://files.catbox.moe/frwqt9.mp3
19410,18if,,Yukue Shirezu,Gesshoku Kaigi,Ending 06,1:27,18,https://files.catbox.moe/xrya7h.webm,https://files.catbox.moe/82b1xl.mp3
19410,18if,,too late,Inori Minase,Ending 07,1:40,20,https://files.catbox.moe/axza4q.webm,https://files.catbox.moe/zk0kqo.mp3
19410,18if,,Sora no Oto,Ryu Miho,Ending 08,1:29,16,https://files.catbox.moe/zh8m5m.webm,https://files.catbox.moe/345map.mp3
19410,18if,,Tsubasa,Emi Nitta,Ending 09,1:32,13,https://files.catbox.moe/rbosh1.webm,https://files.catbox.moe/tr0ziz.mp3
19410,18if,,Factor Word (A-kichi Studio remix),Shiho Nanba,Ending 10,1:32,18,https://files.catbox.moe/2w9ozu.webm,https://files.catbox.moe/xzbln8.mp3
19410,18if,,Salvation,TeddyLoid,Ending 11,1:35,26,https://files.catbox.moe/6wr80q.webm,https://files.catbox.moe/76bryf.mp3
19410,18if,,Hakuchou wa Nemuru,TeddyLoid feat. Yoshikazu Mera,Ending 12,1:29,22,https://files.catbox.moe/3dhf31.webm,https://files.catbox.moe/fnwz5c.mp3
19410,18if,,if,Nobunaga Shimazaki,Ending 13,1:25,17,https://files.catbox.moe/6nwecn.webm,https://files.catbox.moe/3rs352.mp3
19410,18if,,First Bite!,Shark Lady,Insert Song,1:12,17,https://files.catbox.moe/ionlj6.webm,https://files.catbox.moe/5jcumj.mp3
19410,18if,,Daydream,Mana,Insert Song,0:30,18,https://files.catbox.moe/wzgx6o.webm,https://files.catbox.moe/0hscdp.mp3
